ID,date,day_name,month,month_name,quarter,quarter_name,year,year_name
964,5/23/19,Thursday,5,May,2,Q2,2019,2019
965,5/3/19,Friday,5,May,2,Q2,2019,2019
966,6/29/19,Saturday,6,June,2,Q2,2019,2019
967,11/14/19,Thursday,11,November,4,Q4,2019,2019
968,12/1/19,Sunday,12,December,4,Q4,2019,2019
969,4/13/19,Saturday,4,April,2,Q2,2019,2019
970,12/16/19,Monday,12,December,4,Q4,2019,2019
971,8/6/19,Tuesday,8,August,3,Q3,2019,2019
972,7/23/19,Tuesday,7,July,3,Q3,2019,2019
973,1/31/19,Thursday,1,January,1,Q1,2019,2019
974,3/24/19,Sunday,3,March,1,Q1,2019,2019
975,5/31/19,Friday,5,May,2,Q2,2019,2019
976,6/24/19,Monday,6,June,2,Q2,2019,2019
977,10/1/19,Tuesday,10,October,4,Q4,2019,2019
978,6/11/19,Tuesday,6,June,2,Q2,2019,2019
979,1/11/20,Saturday,1,January,1,Q1,2020,2020
980,12/12/19,Thursday,12,December,4,Q4,2019,2019
981,9/25/19,Wednesday,9,September,3,Q3,2019,2019
982,7/27/19,Saturday,7,July,3,Q3,2019,2019
983,3/16/19,Saturday,3,March,1,Q1,2019,2019
984,10/31/19,Thursday,10,October,4,Q4,2019,2019
985,9/13/19,Friday,9,September,3,Q3,2019,2019
986,8/22/19,Thursday,8,August,3,Q3,2019,2019
987,1/9/20,Thursday,1,January,1,Q1,2020,2020
988,5/11/19,Saturday,5,May,2,Q2,2019,2019
989,10/15/19,Tuesday,10,October,4,Q4,2019,2019
990,9/16/19,Monday,9,September,3,Q3,2019,2019
991,4/29/19,Monday,4,April,2,Q2,2019,2019
992,1/3/20,Friday,1,January,1,Q1,2020,2020
993,1/19/20,Sunday,1,January,1,Q1,2020,2020
994,3/14/19,Thursday,3,March,1,Q1,2019,2019
995,6/20/19,Thursday,6,June,2,Q2,2019,2019
996,6/22/19,Saturday,6,June,2,Q2,2019,2019
997,1/1/20,Wednesday,1,January,1,Q1,2020,2020
998,4/7/19,Sunday,4,April,2,Q2,2019,2019
999,10/8/19,Tuesday,10,October,4,Q4,2019,2019
1000,2/3/19,Sunday,2,February,1,Q1,2019,2019
